fecha,Ocupantes,Fallecidos,Decada,Supervivientes
1970-06-08,30,30,1970-01-01 00:00:00.000001970,0
1970-09-08,100,99,1970-01-01 00:00:00.000001970,1
1970-12-08,31,14,1970-01-01 00:00:00.000001970,17
1970-08-26,32,30,1970-01-01 00:00:00.000001970,2
1970-08-29,39,39,1970-01-01 00:00:00.000001970,0
1970-08-30,10,3,1970-01-01 00:00:00.000001970,7
1970-02-09,37,37,1970-01-01 00:00:00.000001970,0
1970-02-09,37,37,1970-01-01 00:00:00.000001970,0
1970-03-09,21,21,1970-01-01 00:00:00.000001970,0
1970-08-09,11,11,1970-01-01 00:00:00.000001970,0
1970-09-26,34,8,1970-01-01 00:00:00.000001970,26
1970-09-30,38,4,1970-01-01 00:00:00.000001970,34
1970-02-10,40,32,1970-01-01 00:00:00.000001970,8
1970-02-10,43,43,1970-01-01 00:00:00.000001970,0
1970-04-10,2,2,1970-01-01 00:00:00.000001970,0
1970-06-10,11,3,1970-01-01 00:00:00.000001970,8
1970-10-10,3,3,1970-01-01 00:00:00.000001970,0
1970-10-28,4,2,1970-01-01 00:00:00.000001970,2
1970-11-14,75,75,1970-01-01 00:00:00.000001970,0
1970-11-27,79,79,1970-01-01 00:00:00.000001970,0
1970-11-27,229,47,1970-01-01 00:00:00.000001970,182
1970-11-29,44,42,1970-01-01 00:00:00.000001970,2
1970-02-12,8,8,1970-01-01 00:00:00.000001970,0
1970-05-12,16,5,1970-01-01 00:00:00.000001970,11
1970-07-12,27,19,1970-01-01 00:00:00.000001970,8
1970-12-28,55,2,1970-01-01 00:00:00.000001970,53
1970-12-31,35,7,1970-01-01 00:00:00.000001970,28
1970-12-31,31,31,1970-01-01 00:00:00.000001970,0
1970-12-31,93,93,1970-01-01 00:00:00.000001970,0
1971-02-01,16,16,1970-01-01 00:00:00.000001970,0
1971-09-01,21,2,1970-01-01 00:00:00.000001970,19
1971-01-18,47,45,1970-01-01 00:00:00.000001970,2
1971-01-21,35,35,1970-01-01 00:00:00.000001970,0
1971-01-21,21,21,1970-01-01 00:00:00.000001970,0
1971-01-22,14,14,1970-01-01 00:00:00.000001970,0
1971-01-23,60,2,1970-01-01 00:00:00.000001970,58
1971-01-25,47,13,1970-01-01 00:00:00.000001970,34
1971-01-31,7,7,1970-01-01 00:00:00.000001970,0
1971-02-17,12,12,1970-01-01 00:00:00.000001970,0
1971-03-26,15,15,1970-01-01 00:00:00.000001970,0
1971-03-31,5,5,1970-01-01 00:00:00.000001970,0
1971-03-31,65,65,1970-01-01 00:00:00.000001970,0
1971-04-15,40,39,1970-01-01 00:00:00.000001970,1
1971-04-22,4,4,1970-01-01 00:00:00.000001970,0
1971-11-05,35,5,1970-01-01 00:00:00.000001970,30
1971-05-23,83,78,1970-01-01 00:00:00.000001970,5
1971-05-25,4,4,1970-01-01 00:00:00.000001970,0
1971-05-28,6,6,1970-01-01 00:00:00.000001970,0
1971-06-06,51,50,1970-01-01 00:00:00.000001970,1
1971-07-06,31,28,1970-01-01 00:00:00.000001970,3
1971-06-13,24,24,1970-01-01 00:00:00.000001970,0
1971-06-17,6,6,1970-01-01 00:00:00.000001970,0
1971-06-28,24,17,1970-01-01 00:00:00.000001970,7
1971-03-07,68,68,1970-01-01 00:00:00.000001970,0
1971-07-24,6,6,1970-01-01 00:00:00.000001970,0
1971-07-25,4,4,1970-01-01 00:00:00.000001970,0
1971-07-25,126,97,1970-01-01 00:00:00.000001970,29
1971-07-30,39,37,1970-01-01 00:00:00.000001970,2
1971-07-30,164,163,1970-01-01 00:00:00.000001970,1
1971-07-30,218,0,1970-01-01 00:00:00.000001970,218
1971-08-18,37,37,1970-01-01 00:00:00.000001970,0
1971-08-19,8,3,1970-01-01 00:00:00.000001970,5
1971-08-28,34,32,1970-01-01 00:00:00.000001970,2
1971-04-09,111,111,1970-01-01 00:00:00.000001970,0
1971-06-09,121,22,1970-01-01 00:00:00.000001970,99
1971-09-16,5,5,1970-01-01 00:00:00.000001970,0
1971-09-16,49,49,1970-01-01 00:00:00.000001970,0
1971-09-17,9,9,1970-01-01 00:00:00.000001970,0
1971-09-28,32,32,1970-01-01 00:00:00.000001970,0
1971-02-10,63,63,1970-01-01 00:00:00.000001970,0
1971-10-10,25,25,1970-01-01 00:00:00.000001970,0
1971-10-16,10,10,1970-01-01 00:00:00.000001970,0
1971-10-17,21,19,1970-01-01 00:00:00.000001970,2
1971-10-21,16,16,1970-01-01 00:00:00.000001970,0
1971-10-23,23,22,1970-01-01 00:00:00.000001970,1
1971-10-24,8,4,1970-01-01 00:00:00.000001970,4
1971-09-11,52,52,1970-01-01 00:00:00.000001970,0
1971-10-11,69,69,1970-01-01 00:00:00.000001970,0
1971-12-11,48,48,1970-01-01 00:00:00.000001970,0
1971-11-21,25,25,1970-01-01 00:00:00.000001970,0
1971-11-28,34,34,1970-01-01 00:00:00.000001970,0
1971-01-12,57,57,1970-01-01 00:00:00.000001970,0
1971-04-12,29,2,1970-01-01 00:00:00.000001970,27
1971-06-12,42,10,1970-01-01 00:00:00.000001970,32
1971-09-12,31,21,1970-01-01 00:00:00.000001970,10
1971-12-21,73,28,1970-01-01 00:00:00.000001970,45
1971-12-24,92,91,1970-01-01 00:00:00.000001970,1
1972-06-01,23,23,1970-01-01 00:00:00.000001970,0
1972-07-01,104,104,1970-01-01 00:00:00.000001970,0
1972-01-21,20,20,1970-01-01 00:00:00.000001970,0
1972-01-21,39,39,1970-01-01 00:00:00.000001970,0
1972-01-26,28,27,1970-01-01 00:00:00.000001970,1
1972-01-02,9,6,1970-01-01 00:00:00.000001970,3
1972-04-02,38,1,1970-01-01 00:00:00.000001970,37
1972-05-02,19,19,1970-01-01 00:00:00.000001970,0
1972-11-02,23,23,1970-01-01 00:00:00.000001970,0
1972-03-03,48,16,1970-01-01 00:00:00.000001970,32
1972-03-14,112,112,1970-01-01 00:00:00.000001970,0
1972-03-19,22,22,1970-01-01 00:00:00.000001970,0
1972-12-04,25,25,1970-01-01 00:00:00.000001970,0
1972-04-16,18,18,1970-01-01 00:00:00.000001970,0
1972-04-17,3,3,1970-01-01 00:00:00.000001970,0
1972-04-18,107,43,1970-01-01 00:00:00.000001970,64
1972-04-20,6,6,1970-01-01 00:00:00.000001970,0
1972-04-24,10,4,1970-01-01 00:00:00.000001970,6
1972-04-05,18,18,1970-01-01 00:00:00.000001970,0
1972-05-05,115,115,1970-01-01 00:00:00.000001970,0
1972-08-05,7,7,1970-01-01 00:00:00.000001970,0
1972-10-05,34,34,1970-01-01 00:00:00.000001970,0
1972-05-16,9,9,1970-01-01 00:00:00.000001970,0
1972-05-18,122,122,1970-01-01 00:00:00.000001970,0
1972-05-21,25,22,1970-01-01 00:00:00.000001970,3
1972-05-27,13,8,1970-01-01 00:00:00.000001970,5
1972-05-29,18,9,1970-01-01 00:00:00.000001970,9
1972-05-29,11,11,1970-01-01 00:00:00.000001970,0
1972-05-30,4,4,1970-01-01 00:00:00.000001970,0
1972-05-06,32,32,1970-01-01 00:00:00.000001970,0
1972-06-13,3,3,1970-01-01 00:00:00.000001970,0
1972-06-13,47,47,1970-01-01 00:00:00.000001970,0
1972-06-14,87,82,1970-01-01 00:00:00.000001970,5
1972-06-15,81,81,1970-01-01 00:00:00.000001970,0
1972-06-18,118,118,1970-01-01 00:00:00.000001970,0
1972-06-24,20,5,1970-01-01 00:00:00.000001970,15
1972-06-29,13,13,1970-01-01 00:00:00.000001970,0
1972-05-07,86,3,1970-01-01 00:00:00.000001970,83
1972-06-07,10,10,1970-01-01 00:00:00.000001970,0
1972-11-07,67,52,1970-01-01 00:00:00.000001970,15
1972-11-07,19,19,1970-01-01 00:00:00.000001970,0
1972-07-20,84,1,1970-01-01 00:00:00.000001970,83
1972-07-29,38,38,1970-01-01 00:00:00.000001970,0
1972-12-08,18,18,1970-01-01 00:00:00.000001970,0
1972-12-08,44,30,1970-01-01 00:00:00.000001970,14
1972-08-14,156,156,1970-01-01 00:00:00.000001970,0
1972-08-16,31,26,1970-01-01 00:00:00.000001970,5
1972-08-27,34,34,1970-01-01 00:00:00.000001970,0
1972-08-28,29,25,1970-01-01 00:00:00.000001970,4
1972-08-31,102,102,1970-01-01 00:00:00.000001970,0
1972-01-09,4,4,1970-01-01 00:00:00.000001970,0
1972-07-09,8,1,1970-01-01 00:00:00.000001970,7
1972-10-09,11,11,1970-01-01 00:00:00.000001970,0
1972-09-13,31,31,1970-01-01 00:00:00.000001970,0
1972-09-24,1,0,1970-01-01 00:00:00.000001970,1
1972-09-24,13,10,1970-01-01 00:00:00.000001970,3
1972-01-10,108,108,1970-01-01 00:00:00.000001970,0
1972-02-10,9,9,1970-01-01 00:00:00.000001970,0
1972-10-13,45,29,1970-01-01 00:00:00.000001970,16
1972-10-13,174,174,1970-01-01 00:00:00.000001970,0
1972-10-16,4,4,1970-01-01 00:00:00.000001970,0
1972-10-21,53,37,1970-01-01 00:00:00.000001970,16
1972-10-23,8,1,1970-01-01 00:00:00.000001970,7
1972-10-27,68,60,1970-01-01 00:00:00.000001970,8
1972-10-30,27,27,1970-01-01 00:00:00.000001970,0
1972-10-31,22,22,1970-01-01 00:00:00.000001970,0
1972-04-11,35,35,1970-01-01 00:00:00.000001970,0
1972-11-17,11,11,1970-01-01 00:00:00.000001970,0
1972-11-28,76,62,1970-01-01 00:00:00.000001970,14
1972-03-12,155,155,1970-01-01 00:00:00.000001970,0
1972-08-12,26,26,1970-01-01 00:00:00.000001970,0
1972-08-12,61,43,1970-01-01 00:00:00.000001970,18
1972-12-20,133,10,1970-01-01 00:00:00.000001970,123
1972-12-21,13,13,1970-01-01 00:00:00.000001970,0
1972-12-23,45,40,1970-01-01 00:00:00.000001970,5
1972-12-29,176,103,1970-01-01 00:00:00.000001970,73
1972-12-31,5,5,1970-01-01 00:00:00.000001970,0
1973-02-01,5,5,1970-01-01 00:00:00.000001970,0
1973-01-19,4,4,1970-01-01 00:00:00.000001970,0
1973-01-21,39,39,1970-01-01 00:00:00.000001970,0
1973-01-22,202,176,1970-01-01 00:00:00.000001970,26
1973-01-27,3,3,1970-01-01 00:00:00.000001970,0
1973-01-29,37,37,1970-01-01 00:00:00.000001970,0
1973-02-19,100,66,1970-01-01 00:00:00.000001970,34
1973-02-19,5,5,1970-01-01 00:00:00.000001970,0
1973-02-21,28,22,1970-01-01 00:00:00.000001970,6
1973-02-21,113,108,1970-01-01 00:00:00.000001970,5
1973-02-24,79,79,1970-01-01 00:00:00.000001970,0
1973-02-28,32,32,1970-01-01 00:00:00.000001970,0
1973-02-28,13,13,1970-01-01 00:00:00.000001970,0
1973-03-03,25,25,1970-01-01 00:00:00.000001970,0
1973-05-03,182,68,1970-01-01 00:00:00.000001970,114
1973-03-15,3,3,1970-01-01 00:00:00.000001970,0
1973-03-19,62,62,1970-01-01 00:00:00.000001970,0
1973-10-04,145,108,1970-01-01 00:00:00.000001970,37
1973-12-04,17,16,1970-01-01 00:00:00.000001970,1
1973-04-18,19,4,1970-01-01 00:00:00.000001970,15
1973-11-05,61,61,1970-01-01 00:00:00.000001970,0
1973-05-18,81,81,1970-01-01 00:00:00.000001970,0
1973-05-19,11,11,1970-01-01 00:00:00.000001970,0
1973-05-29,4,4,1970-01-01 00:00:00.000001970,0
1973-05-31,65,48,1970-01-01 00:00:00.000001970,17
1973-01-06,23,23,1970-01-01 00:00:00.000001970,0
1973-03-06,6,6,1970-01-01 00:00:00.000001970,0
1973-09-06,4,2,1970-01-01 00:00:00.000001970,2
1973-06-20,27,27,1970-01-01 00:00:00.000001970,0
1973-06-30,85,2,1970-01-01 00:00:00.000001970,83
1973-04-07,18,18,1970-01-01 00:00:00.000001970,0
1973-09-07,61,2,1970-01-01 00:00:00.000001970,59
1973-11-07,134,123,1970-01-01 00:00:00.000001970,11
1973-07-22,79,78,1970-01-01 00:00:00.000001970,1
1973-07-23,44,38,1970-01-01 00:00:00.000001970,6
1973-07-24,5,5,1970-01-01 00:00:00.000001970,0
1973-07-31,89,89,1970-01-01 00:00:00.000001970,0
1973-08-13,85,85,1970-01-01 00:00:00.000001970,0
1973-08-15,10,10,1970-01-01 00:00:00.000001970,0
1973-08-18,64,56,1970-01-01 00:00:00.000001970,8
1973-08-22,17,16,1970-01-01 00:00:00.000001970,1
1973-08-27,42,42,1970-01-01 00:00:00.000001970,0
1973-08-28,25,24,1970-01-01 00:00:00.000001970,1
1973-08-28,149,1,1970-01-01 00:00:00.000001970,148
1973-08-09,6,6,1970-01-01 00:00:00.000001970,0
1973-11-09,41,41,1970-01-01 00:00:00.000001970,0
1973-09-20,6,6,1970-01-01 00:00:00.000001970,0
1973-09-27,11,11,1970-01-01 00:00:00.000001970,0
1973-09-30,9,9,1970-01-01 00:00:00.000001970,0
1973-09-30,108,108,1970-01-01 00:00:00.000001970,0
1973-02-10,10,10,1970-01-01 00:00:00.000001970,0
1973-10-13,122,122,1970-01-01 00:00:00.000001970,0
1973-10-23,65,8,1970-01-01 00:00:00.000001970,57
1973-02-11,16,6,1970-01-01 00:00:00.000001970,10
1973-03-11,3,3,1970-01-01 00:00:00.000001970,0
1973-03-11,128,1,1970-01-01 00:00:00.000001970,127
1973-11-17,27,27,1970-01-01 00:00:00.000001970,0
1973-07-12,75,13,1970-01-01 00:00:00.000001970,62
1973-12-16,51,51,1970-01-01 00:00:00.000001970,0
1973-12-17,177,30,1970-01-01 00:00:00.000001970,147
1973-12-21,20,20,1970-01-01 00:00:00.000001970,0
1973-12-22,106,106,1970-01-01 00:00:00.000001970,0
1973-12-23,17,17,1970-01-01 00:00:00.000001970,0
1973-12-28,25,1,1970-01-01 00:00:00.000001970,24
1974-01-01,42,38,1970-01-01 00:00:00.000001970,4
1974-06-01,17,12,1970-01-01 00:00:00.000001970,5
1974-06-01,4,4,1970-01-01 00:00:00.000001970,0
1974-06-01,24,24,1970-01-01 00:00:00.000001970,0
1974-09-01,31,31,1970-01-01 00:00:00.000001970,0
1974-10-01,24,24,1970-01-01 00:00:00.000001970,0
1974-01-17,14,14,1970-01-01 00:00:00.000001970,0
1974-01-26,73,66,1970-01-01 00:00:00.000001970,7
1974-01-30,101,97,1970-01-01 00:00:00.000001970,4
1974-02-02,298,1,1970-01-01 00:00:00.000001970,297
1974-09-02,40,35,1970-01-01 00:00:00.000001970,5
1974-02-22,15,1,1970-01-01 00:00:00.000001970,14
1974-02-23,7,7,1970-01-01 00:00:00.000001970,0
1974-03-03,346,346,1970-01-01 00:00:00.000001970,0
1974-08-03,18,18,1970-01-01 00:00:00.000001970,0
1974-03-13,36,36,1970-01-01 00:00:00.000001970,0
1974-03-15,96,15,1970-01-01 00:00:00.000001970,81
1974-04-04,84,78,1970-01-01 00:00:00.000001970,6
1974-04-22,107,107,1970-01-01 00:00:00.000001970,0
1974-04-27,109,109,1970-01-01 00:00:00.000001970,0
1974-04-30,12,6,1970-01-01 00:00:00.000001970,6
1974-02-05,24,22,1970-01-01 00:00:00.000001970,2
1974-06-05,3,3,1970-01-01 00:00:00.000001970,0
1974-05-23,3,3,1970-01-01 00:00:00.000001970,0
1974-05-23,29,29,1970-01-01 00:00:00.000001970,0
1974-05-31,2,2,1970-01-01 00:00:00.000001970,0
1974-08-06,44,44,1970-01-01 00:00:00.000001970,0
1974-06-27,39,19,1970-01-01 00:00:00.000001970,20
1974-06-30,5,5,1970-01-01 00:00:00.000001970,0
1974-07-24,3,3,1970-01-01 00:00:00.000001970,0
1974-07-27,5,5,1970-01-01 00:00:00.000001970,0
1974-05-08,11,5,1970-01-01 00:00:00.000001970,6
1974-11-08,60,47,1970-01-01 00:00:00.000001970,13
1974-12-08,27,27,1970-01-01 00:00:00.000001970,0
1974-08-14,49,49,1970-01-01 00:00:00.000001970,0
1974-08-18,31,31,1970-01-01 00:00:00.000001970,0
1974-07-09,39,36,1970-01-01 00:00:00.000001970,3
1974-08-09,88,88,1970-01-01 00:00:00.000001970,0
1974-11-09,82,70,1970-01-01 00:00:00.000001970,12
1974-09-15,75,75,1970-01-01 00:00:00.000001970,0
1974-10-19,8,1,1970-01-01 00:00:00.000001970,7
1974-10-27,4,4,1970-01-01 00:00:00.000001970,0
1974-10-28,2,2,1970-01-01 00:00:00.000001970,0
1974-01-11,38,38,1970-01-01 00:00:00.000001970,0
1974-11-15,8,1,1970-01-01 00:00:00.000001970,7
1974-11-20,157,59,1970-01-01 00:00:00.000001970,98
1974-11-20,24,2,1970-01-01 00:00:00.000001970,22
1974-11-22,4,4,1970-01-01 00:00:00.000001970,0
1974-01-12,92,92,1970-01-01 00:00:00.000001970,0
1974-01-12,3,3,1970-01-01 00:00:00.000001970,0
1974-04-12,18,13,1970-01-01 00:00:00.000001970,5
1974-04-12,191,191,1970-01-01 00:00:00.000001970,0
1974-11-12,5,5,1970-01-01 00:00:00.000001970,0
1974-12-12,54,54,1970-01-01 00:00:00.000001970,0
1974-12-14,19,7,1970-01-01 00:00:00.000001970,12
1974-12-22,77,77,1970-01-01 00:00:00.000001970,0
1974-12-29,33,33,1970-01-01 00:00:00.000001970,0
1974-12-29,24,24,1970-01-01 00:00:00.000001970,0
1975-03-01,9,9,1970-01-01 00:00:00.000001970,0
1975-08-01,21,21,1970-01-01 00:00:00.000001970,0
1975-09-01,14,14,1970-01-01 00:00:00.000001970,0
1975-01-15,9,9,1970-01-01 00:00:00.000001970,0
1975-01-16,16,16,1970-01-01 00:00:00.000001970,0
1975-01-30,42,42,1970-01-01 00:00:00.000001970,0
1975-01-30,30,2,1970-01-01 00:00:00.000001970,28
1975-01-02,16,5,1970-01-01 00:00:00.000001970,11
1975-03-02,33,33,1970-01-01 00:00:00.000001970,0
1975-09-02,40,40,1970-01-01 00:00:00.000001970,0
1975-02-16,3,3,1970-01-01 00:00:00.000001970,0
1975-02-22,5,5,1970-01-01 00:00:00.000001970,0
1975-02-27,15,15,1970-01-01 00:00:00.000001970,0
1975-12-03,26,26,1970-01-01 00:00:00.000001970,0
1975-03-16,55,55,1970-01-01 00:00:00.000001970,0
1975-03-18,6,5,1970-01-01 00:00:00.000001970,1
1975-03-18,12,7,1970-01-01 00:00:00.000001970,5
1975-03-20,16,16,1970-01-01 00:00:00.000001970,0
1975-04-04,330,155,1970-01-01 00:00:00.000001970,175
1975-05-13,23,23,1970-01-01 00:00:00.000001970,0
1975-03-06,64,1,1970-01-01 00:00:00.000001970,63
1975-06-17,15,1,1970-01-01 00:00:00.000001970,14
1975-06-24,124,113,1970-01-01 00:00:00.000001970,11
1975-06-26,2,2,1970-01-01 00:00:00.000001970,0
1975-10-07,4,2,1970-01-01 00:00:00.000001970,2
1975-07-15,40,40,1970-01-01 00:00:00.000001970,0
1975-07-31,75,27,1970-01-01 00:00:00.000001970,48
1975-03-08,188,188,1970-01-01 00:00:00.000001970,0
1975-03-08,20,20,1970-01-01 00:00:00.000001970,0
1975-07-08,131,0,1970-01-01 00:00:00.000001970,131
1975-09-08,11,11,1970-01-01 00:00:00.000001970,0
1975-08-15,38,23,1970-01-01 00:00:00.000001970,15
1975-08-20,128,126,1970-01-01 00:00:00.000001970,2
1975-08-30,32,10,1970-01-01 00:00:00.000001970,22
1975-01-09,34,27,1970-01-01 00:00:00.000001970,7
1975-11-09,9,1,1970-01-01 00:00:00.000001970,8
1975-09-24,61,25,1970-01-01 00:00:00.000001970,36
1975-09-30,60,60,1970-01-01 00:00:00.000001970,0
1975-09-30,4,4,1970-01-01 00:00:00.000001970,0
1975-10-22,6,6,1970-01-01 00:00:00.000001970,0
1975-10-23,11,11,1970-01-01 00:00:00.000001970,0
1975-10-27,67,67,1970-01-01 00:00:00.000001970,0
1975-10-30,120,75,1970-01-01 00:00:00.000001970,45
1975-03-11,9,9,1970-01-01 00:00:00.000001970,0
1975-11-17,38,38,1970-01-01 00:00:00.000001970,0
1975-11-18,22,15,1970-01-01 00:00:00.000001970,7
1975-11-20,50,19,1970-01-01 00:00:00.000001970,31
1975-11-22,48,3,1970-01-01 00:00:00.000001970,45
1975-11-25,20,20,1970-01-01 00:00:00.000001970,0
1975-11-29,6,6,1970-01-01 00:00:00.000001970,0
1975-12-26,9,9,1970-01-01 00:00:00.000001970,0
1976-01-01,82,82,1970-01-01 00:00:00.000001970,0
1976-03-01,6,6,1970-01-01 00:00:00.000001970,0
1976-03-01,61,61,1970-01-01 00:00:00.000001970,0
1976-08-01,7,7,1970-01-01 00:00:00.000001970,0
1976-01-18,10,7,1970-01-01 00:00:00.000001970,3
1976-01-20,42,34,1970-01-01 00:00:00.000001970,8
1976-01-21,40,40,1970-01-01 00:00:00.000001970,0
1976-01-22,11,9,1970-01-01 00:00:00.000001970,2
1976-04-02,3,3,1970-01-01 00:00:00.000001970,0
1976-08-02,6,3,1970-01-01 00:00:00.000001970,3
1976-09-02,124,24,1970-01-01 00:00:00.000001970,100
1976-02-21,11,5,1970-01-01 00:00:00.000001970,6
1976-01-03,9,6,1970-01-01 00:00:00.000001970,3
1976-02-03,22,19,1970-01-01 00:00:00.000001970,3
1976-06-03,111,111,1970-01-01 00:00:00.000001970,0
1976-07-03,4,4,1970-01-01 00:00:00.000001970,0
1976-02-04,16,5,1970-01-01 00:00:00.000001970,11
1976-05-04,50,1,1970-01-01 00:00:00.000001970,49
1976-04-14,34,34,1970-01-01 00:00:00.000001970,0
1976-04-23,12,12,1970-01-01 00:00:00.000001970,0
1976-04-27,88,37,1970-01-01 00:00:00.000001970,51
1976-05-05,10,4,1970-01-01 00:00:00.000001970,6
1976-09-05,17,17,1970-01-01 00:00:00.000001970,0
1976-05-15,52,52,1970-01-01 00:00:00.000001970,0
1976-05-23,87,14,1970-01-01 00:00:00.000001970,73
1976-01-06,45,45,1970-01-01 00:00:00.000001970,0
1976-04-06,45,45,1970-01-01 00:00:00.000001970,0
1976-06-06,11,11,1970-01-01 00:00:00.000001970,0
1976-06-27,258,7,1970-01-01 00:00:00.000001970,251
1976-05-07,17,17,1970-01-01 00:00:00.000001970,0
1976-07-28,79,76,1970-01-01 00:00:00.000001970,3
1976-02-08,5,5,1970-01-01 00:00:00.000001970,0
1976-09-08,32,12,1970-01-01 00:00:00.000001970,20
1976-08-15,59,59,1970-01-01 00:00:00.000001970,0
1976-08-28,20,1,1970-01-01 00:00:00.000001970,19
1976-08-28,18,18,1970-01-01 00:00:00.000001970,0
1976-02-09,4,3,1970-01-01 00:00:00.000001970,1
1976-03-09,68,68,1970-01-01 00:00:00.000001970,0
1976-09-09,64,64,1970-01-01 00:00:00.000001970,0
1976-10-09,176,176,1970-01-01 00:00:00.000001970,0
1976-09-19,154,154,1970-01-01 00:00:00.000001970,0
1976-09-26,20,15,1970-01-01 00:00:00.000001970,5
1976-04-10,4,4,1970-01-01 00:00:00.000001970,0
1976-06-10,73,73,1970-01-01 00:00:00.000001970,0
1976-10-13,3,3,1970-01-01 00:00:00.000001970,0
1976-10-13,95,95,1970-01-01 00:00:00.000001970,0
1976-10-28,7,2,1970-01-01 00:00:00.000001970,5
1976-04-11,38,29,1970-01-01 00:00:00.000001970,9
1976-05-11,2,2,1970-01-01 00:00:00.000001970,0
1976-11-23,50,50,1970-01-01 00:00:00.000001970,0
1976-11-28,73,73,1970-01-01 00:00:00.000001970,0
1976-12-12,10,3,1970-01-01 00:00:00.000001970,7
1976-12-17,7,7,1970-01-01 00:00:00.000001970,0
1976-12-17,55,48,1970-01-01 00:00:00.000001970,7
1976-12-18,8,8,1970-01-01 00:00:00.000001970,0
1976-12-25,53,53,1970-01-01 00:00:00.000001970,0
1976-12-31,19,19,1970-01-01 00:00:00.000001970,0
1977-06-01,4,4,1970-01-01 00:00:00.000001970,0
1977-01-13,5,5,1970-01-01 00:00:00.000001970,0
1977-01-13,90,90,1970-01-01 00:00:00.000001970,0
1977-01-14,12,12,1970-01-01 00:00:00.000001970,0
1977-01-15,22,22,1970-01-01 00:00:00.000001970,0
1977-01-20,2,1,1970-01-01 00:00:00.000001970,1
1977-11-02,5,4,1970-01-01 00:00:00.000001970,1
1977-02-15,98,77,1970-01-01 00:00:00.000001970,21
1977-02-28,10,4,1970-01-01 00:00:00.000001970,6
1977-01-03,21,19,1970-01-01 00:00:00.000001970,2
1977-03-03,44,44,1970-01-01 00:00:00.000001970,0
1977-04-03,4,2,1970-01-01 00:00:00.000001970,2
1977-03-27,644,583,1970-01-01 00:00:00.000001970,61
1977-03-29,23,15,1970-01-01 00:00:00.000001970,8
1977-03-30,27,8,1970-01-01 00:00:00.000001970,19
1977-04-04,85,62,1970-01-01 00:00:00.000001970,23
1977-10-04,35,35,1970-01-01 00:00:00.000001970,0
1977-04-19,21,21,1970-01-01 00:00:00.000001970,0
1977-04-27,28,28,1970-01-01 00:00:00.000001970,0
1977-10-05,54,54,1970-01-01 00:00:00.000001970,0
1977-05-13,9,9,1970-01-01 00:00:00.000001970,0
1977-05-14,6,6,1970-01-01 00:00:00.000001970,0
1977-05-16,25,4,1970-01-01 00:00:00.000001970,21
1977-05-27,69,67,1970-01-01 00:00:00.000001970,2
1977-03-06,18,18,1970-01-01 00:00:00.000001970,0
1977-06-20,15,12,1970-01-01 00:00:00.000001970,3
1977-06-21,16,16,1970-01-01 00:00:00.000001970,0
1977-06-07,3,3,1970-01-01 00:00:00.000001970,0
1977-08-07,7,6,1970-01-01 00:00:00.000001970,1
1977-07-14,30,30,1970-01-01 00:00:00.000001970,0
1977-07-20,40,40,1970-01-01 00:00:00.000001970,0
1977-07-20,5,5,1970-01-01 00:00:00.000001970,0
1977-07-24,82,38,1970-01-01 00:00:00.000001970,44
1977-07-25,40,25,1970-01-01 00:00:00.000001970,15
1977-01-08,2,2,1970-01-01 00:00:00.000001970,0
1977-08-20,3,3,1970-01-01 00:00:00.000001970,0
1977-08-25,2,2,1970-01-01 00:00:00.000001970,0
1977-02-09,4,4,1970-01-01 00:00:00.000001970,0
1977-04-09,33,33,1970-01-01 00:00:00.000001970,0
1977-06-09,13,13,1970-01-01 00:00:00.000001970,0
1977-08-09,19,19,1970-01-01 00:00:00.000001970,0
1977-12-09,4,4,1970-01-01 00:00:00.000001970,0
1977-09-14,20,20,1970-01-01 00:00:00.000001970,0
1977-09-22,53,29,1970-01-01 00:00:00.000001970,24
1977-09-27,79,34,1970-01-01 00:00:00.000001970,45
1977-10-20,26,6,1970-01-01 00:00:00.000001970,20
1977-10-21,37,24,1970-01-01 00:00:00.000001970,13
1977-03-11,13,13,1970-01-01 00:00:00.000001970,0
1977-11-19,5,5,1970-01-01 00:00:00.000001970,0
1977-11-19,164,131,1970-01-01 00:00:00.000001970,33
1977-11-21,79,46,1970-01-01 00:00:00.000001970,33
1977-11-26,32,32,1970-01-01 00:00:00.000001970,0
1977-02-12,165,59,1970-01-01 00:00:00.000001970,106
1977-04-12,100,100,1970-01-01 00:00:00.000001970,0
1977-08-12,19,17,1970-01-01 00:00:00.000001970,2
1977-09-12,23,17,1970-01-01 00:00:00.000001970,6
1977-11-12,13,13,1970-01-01 00:00:00.000001970,0
1977-12-13,29,29,1970-01-01 00:00:00.000001970,0
1977-12-18,3,3,1970-01-01 00:00:00.000001970,0
1977-12-18,57,36,1970-01-01 00:00:00.000001970,21
1977-12-19,10,5,1970-01-01 00:00:00.000001970,5
1977-12-24,10,10,1970-01-01 00:00:00.000001970,0
1977-12-29,24,24,1970-01-01 00:00:00.000001970,0
1978-01-01,213,213,1970-01-01 00:00:00.000001970,0
1978-01-27,14,14,1970-01-01 00:00:00.000001970,0
1978-01-31,14,2,1970-01-01 00:00:00.000001970,12
1978-10-02,44,44,1970-01-01 00:00:00.000001970,0
1978-10-02,17,17,1970-01-01 00:00:00.000001970,0
1978-11-02,49,42,1970-01-01 00:00:00.000001970,7
1978-02-28,7,7,1970-01-01 00:00:00.000001970,0
1978-01-03,200,2,1970-01-01 00:00:00.000001970,198
