fecha,Ocupantes,Fallecidos,Decada,Supervivientes
1947-05-16,22,22,1970-01-01 00:00:00.000001940,0
1947-05-29,48,43,1970-01-01 00:00:00.000001940,5
1947-05-29,40,40,1970-01-01 00:00:00.000001940,0
1947-05-29,25,25,1970-01-01 00:00:00.000001940,0
1947-05-30,53,53,1970-01-01 00:00:00.000001940,0
1947-04-06,2,2,1970-01-01 00:00:00.000001940,0
1947-11-06,18,5,1970-01-01 00:00:00.000001940,13
1947-06-13,50,50,1970-01-01 00:00:00.000001940,0
1947-06-19,36,14,1970-01-01 00:00:00.000001940,22
1947-06-21,29,8,1970-01-01 00:00:00.000001940,21
1947-01-07,13,13,1970-01-01 00:00:00.000001940,0
1947-07-13,36,14,1970-01-01 00:00:00.000001940,22
1947-07-15,19,1,1970-01-01 00:00:00.000001940,18
1947-07-16,6,6,1970-01-01 00:00:00.000001940,0
1947-07-25,6,2,1970-01-01 00:00:00.000001940,4
1947-07-31,26,26,1970-01-01 00:00:00.000001940,0
1947-02-08,11,11,1970-01-01 00:00:00.000001940,0
1947-06-08,20,20,1970-01-01 00:00:00.000001940,0
1947-08-08,5,3,1970-01-01 00:00:00.000001940,2
1947-09-08,5,1,1970-01-01 00:00:00.000001940,4
1947-08-13,8,3,1970-01-01 00:00:00.000001940,5
1947-08-21,3,3,1970-01-01 00:00:00.000001940,0
1947-08-23,26,10,1970-01-01 00:00:00.000001940,16
1947-08-28,35,35,1970-01-01 00:00:00.000001940,0
1947-08-10,54,0,1970-01-01 00:00:00.000001940,54
1947-10-14,69,0,1970-01-01 00:00:00.000001940,69
1947-10-16,43,41,1970-01-01 00:00:00.000001940,2
1947-10-16,3,3,1970-01-01 00:00:00.000001940,0
1947-10-24,53,53,1970-01-01 00:00:00.000001940,0
1947-10-26,44,44,1970-01-01 00:00:00.000001940,0
1947-10-26,18,18,1970-01-01 00:00:00.000001940,0
1947-10-31,25,25,1970-01-01 00:00:00.000001940,0
1947-02-11,5,5,1970-01-01 00:00:00.000001940,0
1947-11-11,25,0,1970-01-01 00:00:00.000001940,25
1947-11-13,2,2,1970-01-01 00:00:00.000001940,0
1947-11-18,5,5,1970-01-01 00:00:00.000001940,0
1947-11-18,25,20,1970-01-01 00:00:00.000001940,5
1947-11-21,26,13,1970-01-01 00:00:00.000001940,13
1947-11-27,3,2,1970-01-01 00:00:00.000001940,1
1947-11-27,13,13,1970-01-01 00:00:00.000001940,0
1947-11-27,22,22,1970-01-01 00:00:00.000001940,0
1947-11-28,20,20,1970-01-01 00:00:00.000001940,0
1947-11-30,28,8,1970-01-01 00:00:00.000001940,20
1947-10-12,29,23,1970-01-01 00:00:00.000001940,6
1947-11-12,20,20,1970-01-01 00:00:00.000001940,0
1947-12-18,25,9,1970-01-01 00:00:00.000001940,16
1947-12-23,30,25,1970-01-01 00:00:00.000001940,5
1947-12-27,23,23,1970-01-01 00:00:00.000001940,0
1947-12-28,10,5,1970-01-01 00:00:00.000001940,5
1948-06-01,16,16,1970-01-01 00:00:00.000001940,0
1948-06-01,18,1,1970-01-01 00:00:00.000001940,17
1948-07-01,27,18,1970-01-01 00:00:00.000001940,9
1948-08-01,9,9,1970-01-01 00:00:00.000001940,0
1948-11-01,32,32,1970-01-01 00:00:00.000001940,0
1948-01-13,9,5,1970-01-01 00:00:00.000001940,4
1948-01-20,54,11,1970-01-01 00:00:00.000001940,43
1948-01-28,32,32,1970-01-01 00:00:00.000001940,0
1948-01-30,31,31,1970-01-01 00:00:00.000001940,0
1948-07-02,69,1,1970-01-01 00:00:00.000001940,68
1948-10-02,19,19,1970-01-01 00:00:00.000001940,0
1948-12-02,21,12,1970-01-01 00:00:00.000001940,9
1948-02-20,10,7,1970-01-01 00:00:00.000001940,3
1948-02-21,14,14,1970-01-01 00:00:00.000001940,0
1948-02-23,12,12,1970-01-01 00:00:00.000001940,0
1948-02-25,2,2,1970-01-01 00:00:00.000001940,0
1948-02-27,26,23,1970-01-01 00:00:00.000001940,3
1948-02-03,4,4,1970-01-01 00:00:00.000001940,0
1948-02-03,22,20,1970-01-01 00:00:00.000001940,2
1948-07-03,4,4,1970-01-01 00:00:00.000001940,0
1948-10-03,13,12,1970-01-01 00:00:00.000001940,1
1948-12-03,30,30,1970-01-01 00:00:00.000001940,0
1948-03-13,6,6,1970-01-01 00:00:00.000001940,0
1948-03-15,14,14,1970-01-01 00:00:00.000001940,0
1948-03-27,19,19,1970-01-01 00:00:00.000001940,0
1948-05-04,14,14,1970-01-01 00:00:00.000001940,0
1948-10-04,6,1,1970-01-01 00:00:00.000001940,5
1948-04-15,31,30,1970-01-01 00:00:00.000001940,1
1948-04-18,37,37,1970-01-01 00:00:00.000001940,0
1948-04-24,29,28,1970-01-01 00:00:00.000001940,1
1948-05-13,4,4,1970-01-01 00:00:00.000001940,0
1948-05-13,32,31,1970-01-01 00:00:00.000001940,1
1948-05-15,13,13,1970-01-01 00:00:00.000001940,0
1948-05-16,2,2,1970-01-01 00:00:00.000001940,0
1948-05-20,4,3,1970-01-01 00:00:00.000001940,1
1948-05-22,9,8,1970-01-01 00:00:00.000001940,1
1948-05-25,4,4,1970-01-01 00:00:00.000001940,0
1948-10-06,8,6,1970-01-01 00:00:00.000001940,2
1948-06-17,43,43,1970-01-01 00:00:00.000001940,0
1948-06-17,26,25,1970-01-01 00:00:00.000001940,1
1948-06-26,17,1,1970-01-01 00:00:00.000001940,16
1948-01-07,12,8,1970-01-01 00:00:00.000001940,4
1948-04-07,39,39,1970-01-01 00:00:00.000001940,0
1948-07-07,16,16,1970-01-01 00:00:00.000001940,0
1948-07-14,5,5,1970-01-01 00:00:00.000001940,0
1948-07-16,26,25,1970-01-01 00:00:00.000001940,1
1948-07-24,29,29,1970-01-01 00:00:00.000001940,0
1948-07-29,24,18,1970-01-01 00:00:00.000001940,6
1948-07-29,19,19,1970-01-01 00:00:00.000001940,0
1948-01-08,4,4,1970-01-01 00:00:00.000001940,0
1948-01-08,52,52,1970-01-01 00:00:00.000001940,0
1948-09-08,2,2,1970-01-01 00:00:00.000001940,0
1948-08-20,3,3,1970-01-01 00:00:00.000001940,0
1948-08-29,37,37,1970-01-01 00:00:00.000001940,0
1948-08-31,13,13,1970-01-01 00:00:00.000001940,0
1948-02-09,13,13,1970-01-01 00:00:00.000001940,0
1948-09-30,15,15,1970-01-01 00:00:00.000001940,0
1948-02-10,45,19,1970-01-01 00:00:00.000001940,26
1948-12-10,10,10,1970-01-01 00:00:00.000001940,0
1948-10-21,40,40,1970-01-01 00:00:00.000001940,0
1948-10-23,13,13,1970-01-01 00:00:00.000001940,0
1948-10-25,18,18,1970-01-01 00:00:00.000001940,0
1948-10-27,5,2,1970-01-01 00:00:00.000001940,3
1948-03-11,13,13,1970-01-01 00:00:00.000001940,0
1948-04-11,17,17,1970-01-01 00:00:00.000001940,0
1948-08-11,23,3,1970-01-01 00:00:00.000001940,20
1948-11-11,8,7,1970-01-01 00:00:00.000001940,1
1948-11-22,26,23,1970-01-01 00:00:00.000001940,3
1948-11-26,21,21,1970-01-01 00:00:00.000001940,0
1948-05-12,40,9,1970-01-01 00:00:00.000001940,31
1948-06-12,7,7,1970-01-01 00:00:00.000001940,0
1948-12-12,10,2,1970-01-01 00:00:00.000001940,8
1948-12-15,30,30,1970-01-01 00:00:00.000001940,0
1948-12-21,24,24,1970-01-01 00:00:00.000001940,0
1948-12-21,33,33,1970-01-01 00:00:00.000001940,0
1948-12-23,27,27,1970-01-01 00:00:00.000001940,0
1948-12-28,32,32,1970-01-01 00:00:00.000001940,0
1948-12-31,13,13,1970-01-01 00:00:00.000001940,0
1949-02-01,30,14,1970-01-01 00:00:00.000001940,16
1949-05-01,17,3,1970-01-01 00:00:00.000001940,14
1949-06-01,2,2,1970-01-01 00:00:00.000001940,0
1949-11-01,12,12,1970-01-01 00:00:00.000001940,0
1949-01-15,30,30,1970-01-01 00:00:00.000001940,0
1949-01-16,13,13,1970-01-01 00:00:00.000001940,0
1949-01-17,20,20,1970-01-01 00:00:00.000001940,0
1949-01-17,20,20,1970-01-01 00:00:00.000001940,0
1949-01-20,6,5,1970-01-01 00:00:00.000001940,1
1949-01-30,35,2,1970-01-01 00:00:00.000001940,33
1949-02-02,10,6,1970-01-01 00:00:00.000001940,4
1949-04-02,53,1,1970-01-01 00:00:00.000001940,52
1949-05-02,14,3,1970-01-01 00:00:00.000001940,11
1949-08-02,27,27,1970-01-01 00:00:00.000001940,0
1949-10-02,16,16,1970-01-01 00:00:00.000001940,0
1949-02-19,14,14,1970-01-01 00:00:00.000001940,0
1949-02-24,26,22,1970-01-01 00:00:00.000001940,4
1949-02-24,23,23,1970-01-01 00:00:00.000001940,0
1949-10-03,22,22,1970-01-01 00:00:00.000001940,0
1949-03-15,3,3,1970-01-01 00:00:00.000001940,0
1949-03-18,15,15,1970-01-01 00:00:00.000001940,0
1949-04-29,24,14,1970-01-01 00:00:00.000001940,10
1949-04-05,31,31,1970-01-01 00:00:00.000001940,0
1949-04-05,7,7,1970-01-01 00:00:00.000001940,0
1949-07-05,13,13,1970-01-01 00:00:00.000001940,0
1949-05-13,25,25,1970-01-01 00:00:00.000001940,0
1949-06-06,22,22,1970-01-01 00:00:00.000001940,0
1949-07-06,27,27,1970-01-01 00:00:00.000001940,0
1949-07-06,81,53,1970-01-01 00:00:00.000001940,28
1949-06-23,33,33,1970-01-01 00:00:00.000001940,0
1949-02-07,18,18,1970-01-01 00:00:00.000001940,0
1949-12-07,48,35,1970-01-01 00:00:00.000001940,13
1949-12-07,45,45,1970-01-01 00:00:00.000001940,0
1949-07-13,0,0,1970-01-01 00:00:00.000001940,0
1949-07-19,32,2,1970-01-01 00:00:00.000001940,30
1949-07-21,14,13,1970-01-01 00:00:00.000001940,1
1949-07-30,16,16,1970-01-01 00:00:00.000001940,0
1949-02-08,36,5,1970-01-01 00:00:00.000001940,31
1949-03-08,30,5,1970-01-01 00:00:00.000001940,25
1949-06-08,34,34,1970-01-01 00:00:00.000001940,0
1949-09-08,12,12,1970-01-01 00:00:00.000001940,0
1949-08-13,32,32,1970-01-01 00:00:00.000001940,0
1949-08-15,58,8,1970-01-01 00:00:00.000001940,50
1949-08-19,32,24,1970-01-01 00:00:00.000001940,8
1949-08-21,21,21,1970-01-01 00:00:00.000001940,0
1949-08-27,20,5,1970-01-01 00:00:00.000001940,15
1949-09-09,23,23,1970-01-01 00:00:00.000001940,0
1949-09-26,24,24,1970-01-01 00:00:00.000001940,0
1949-09-27,27,5,1970-01-01 00:00:00.000001940,22
1949-09-10,4,4,1970-01-01 00:00:00.000001940,0
1949-10-28,48,48,1970-01-01 00:00:00.000001940,0
1949-01-11,55,55,1970-01-01 00:00:00.000001940,0
1949-04-11,3,3,1970-01-01 00:00:00.000001940,0
1949-11-16,2,1,1970-01-01 00:00:00.000001940,1
1949-11-20,35,34,1970-01-01 00:00:00.000001940,1
1949-11-26,12,12,1970-01-01 00:00:00.000001940,0
1949-11-29,46,28,1970-01-01 00:00:00.000001940,18
1949-11-29,38,5,1970-01-01 00:00:00.000001940,33
1949-01-12,22,20,1970-01-01 00:00:00.000001940,2
1949-07-12,9,9,1970-01-01 00:00:00.000001940,0
1949-09-12,38,38,1970-01-01 00:00:00.000001940,0
1949-10-12,40,17,1970-01-01 00:00:00.000001940,23
1949-12-12,23,6,1970-01-01 00:00:00.000001940,17
1949-12-12,26,26,1970-01-01 00:00:00.000001940,0
1949-12-16,17,17,1970-01-01 00:00:00.000001940,0
1949-12-18,8,8,1970-01-01 00:00:00.000001940,0
1949-12-30,7,7,1970-01-01 00:00:00.000001940,0
1950-05-01,19,19,1970-01-01 00:00:00.000001950,0
1950-01-18,16,16,1970-01-01 00:00:00.000001950,0
1950-01-20,32,32,1970-01-01 00:00:00.000001950,0
1950-01-24,14,14,1970-01-01 00:00:00.000001950,0
1950-01-24,4,4,1970-01-01 00:00:00.000001950,0
1950-01-26,44,44,1970-01-01 00:00:00.000001950,0
1950-02-02,7,7,1970-01-01 00:00:00.000001950,0
1950-02-27,30,5,1970-01-01 00:00:00.000001950,25
1950-07-03,13,13,1970-01-01 00:00:00.000001950,0
1950-10-03,4,4,1970-01-01 00:00:00.000001950,0
1950-12-03,83,80,1970-01-01 00:00:00.000001950,3
1950-03-25,15,15,1970-01-01 00:00:00.000001950,0
1950-03-28,12,12,1970-01-01 00:00:00.000001950,0
1950-05-04,3,3,1970-01-01 00:00:00.000001950,0
1950-04-13,32,0,1970-01-01 00:00:00.000001950,32
1950-04-15,4,2,1970-01-01 00:00:00.000001950,2
1950-04-21,35,35,1970-01-01 00:00:00.000001950,0
1950-02-05,15,15,1970-01-01 00:00:00.000001950,0
1950-05-18,16,16,1970-01-01 00:00:00.000001950,0
1950-05-23,39,39,1970-01-01 00:00:00.000001950,0
1950-05-24,27,26,1970-01-01 00:00:00.000001950,1
1950-05-27,2,1,1970-01-01 00:00:00.000001950,1
1950-05-30,15,13,1970-01-01 00:00:00.000001950,2
1950-05-06,65,28,1970-01-01 00:00:00.000001950,37
1950-09-06,15,15,1970-01-01 00:00:00.000001950,0
1950-06-13,52,46,1970-01-01 00:00:00.000001950,6
1950-06-14,53,40,1970-01-01 00:00:00.000001950,13
1950-06-15,53,40,1970-01-01 00:00:00.000001950,13
1950-06-23,58,58,1970-01-01 00:00:00.000001950,0
1950-06-26,29,29,1970-01-01 00:00:00.000001950,0
1950-07-07,23,23,1970-01-01 00:00:00.000001950,0
1950-09-07,29,22,1970-01-01 00:00:00.000001950,7
1950-07-17,22,22,1970-01-01 00:00:00.000001950,0
1950-07-18,9,9,1970-01-01 00:00:00.000001950,0
1950-07-23,39,39,1970-01-01 00:00:00.000001950,0
1950-07-27,26,25,1970-01-01 00:00:00.000001950,1
1950-07-28,50,50,1970-01-01 00:00:00.000001950,0
1950-07-29,26,26,1970-01-01 00:00:00.000001950,0
1950-07-30,12,12,1970-01-01 00:00:00.000001950,0
1950-07-30,25,25,1970-01-01 00:00:00.000001950,0
1950-05-08,20,12,1970-01-01 00:00:00.000001950,8
1950-08-22,59,1,1970-01-01 00:00:00.000001950,58
1950-08-25,12,12,1970-01-01 00:00:00.000001950,0
1950-08-31,55,55,1970-01-01 00:00:00.000001950,0
1950-04-09,23,16,1970-01-01 00:00:00.000001950,7
1950-09-14,8,8,1970-01-01 00:00:00.000001950,0
1950-09-20,26,26,1970-01-01 00:00:00.000001950,0
1950-09-21,11,10,1970-01-01 00:00:00.000001950,1
1950-09-23,10,10,1970-01-01 00:00:00.000001950,0
1950-09-26,51,23,1970-01-01 00:00:00.000001950,28
1950-10-13,7,4,1970-01-01 00:00:00.000001950,3
1950-10-13,6,6,1970-01-01 00:00:00.000001950,0
1950-10-17,29,28,1970-01-01 00:00:00.000001950,1
1950-10-31,30,28,1970-01-01 00:00:00.000001950,2
1950-03-11,48,48,1970-01-01 00:00:00.000001950,0
1950-07-11,21,21,1970-01-01 00:00:00.000001950,0
1950-11-13,58,58,1970-01-01 00:00:00.000001950,0
1950-11-17,23,2,1970-01-01 00:00:00.000001950,21
1950-11-21,21,21,1970-01-01 00:00:00.000001950,0
1950-11-23,9,9,1970-01-01 00:00:00.000001950,0
1950-11-25,3,3,1970-01-01 00:00:00.000001950,0
1950-01-12,8,8,1970-01-01 00:00:00.000001950,0
1950-08-12,56,46,1970-01-01 00:00:00.000001950,10
1950-09-12,7,5,1970-01-01 00:00:00.000001950,2
1950-12-13,21,21,1970-01-01 00:00:00.000001950,0
1950-12-13,31,0,1970-01-01 00:00:00.000001950,31
1950-12-14,20,1,1970-01-01 00:00:00.000001950,19
1950-12-15,31,31,1970-01-01 00:00:00.000001950,0
1950-12-19,38,38,1970-01-01 00:00:00.000001950,0
1950-12-22,18,2,1970-01-01 00:00:00.000001950,16
1950-12-30,18,17,1970-01-01 00:00:00.000001950,1
1951-12-01,12,12,1970-01-01 00:00:00.000001950,0
1951-01-13,10,10,1970-01-01 00:00:00.000001950,0
1951-01-14,28,7,1970-01-01 00:00:00.000001950,21
1951-01-16,10,10,1970-01-01 00:00:00.000001950,0
1951-01-17,17,14,1970-01-01 00:00:00.000001950,3
1951-01-20,19,19,1970-01-01 00:00:00.000001950,0
1951-01-28,14,14,1970-01-01 00:00:00.000001950,0
1951-01-31,20,20,1970-01-01 00:00:00.000001950,0
1951-01-02,14,14,1970-01-01 00:00:00.000001950,0
1951-03-02,29,29,1970-01-01 00:00:00.000001950,0
1951-02-14,2,2,1970-01-01 00:00:00.000001950,0
1951-02-03,25,16,1970-01-01 00:00:00.000001950,9
1951-11-03,24,24,1970-01-01 00:00:00.000001950,0
1951-03-21,29,29,1970-01-01 00:00:00.000001950,0
1951-03-22,14,3,1970-01-01 00:00:00.000001950,11
1951-03-23,53,53,1970-01-01 00:00:00.000001950,0
1951-03-25,13,12,1970-01-01 00:00:00.000001950,1
1951-03-26,24,11,1970-01-01 00:00:00.000001950,13
1951-03-27,3,2,1970-01-01 00:00:00.000001950,1
1951-02-04,26,26,1970-01-01 00:00:00.000001950,0
1951-06-04,22,22,1970-01-01 00:00:00.000001950,0
1951-08-04,21,21,1970-01-01 00:00:00.000001950,0
1951-09-04,16,16,1970-01-01 00:00:00.000001950,0
1951-04-25,43,43,1970-01-01 00:00:00.000001950,0
1951-04-28,11,11,1970-01-01 00:00:00.000001950,0
1951-06-05,25,23,1970-01-01 00:00:00.000001950,2
1951-08-05,32,2,1970-01-01 00:00:00.000001950,30
1951-05-18,7,7,1970-01-01 00:00:00.000001950,0
1951-03-06,10,10,1970-01-01 00:00:00.000001950,0
1951-06-06,19,2,1970-01-01 00:00:00.000001950,17
1951-06-13,3,3,1970-01-01 00:00:00.000001950,0
1951-06-22,40,40,1970-01-01 00:00:00.000001950,0
1951-06-29,14,14,1970-01-01 00:00:00.000001950,0
1951-06-30,50,50,1970-01-01 00:00:00.000001950,0
1951-12-07,10,10,1970-01-01 00:00:00.000001950,0
1951-12-07,3,3,1970-01-01 00:00:00.000001950,0
1951-12-07,33,33,1970-01-01 00:00:00.000001950,0
1951-07-16,7,7,1970-01-01 00:00:00.000001950,0
1951-07-20,3,3,1970-01-01 00:00:00.000001950,0
1951-07-21,37,37,1970-01-01 00:00:00.000001950,0
1951-07-24,3,3,1970-01-01 00:00:00.000001950,0
1951-07-29,7,7,1970-01-01 00:00:00.000001950,0
1951-08-08,2,2,1970-01-01 00:00:00.000001950,0
1951-11-08,5,5,1970-01-01 00:00:00.000001950,0
1951-08-17,10,10,1970-01-01 00:00:00.000001950,0
1951-08-24,50,50,1970-01-01 00:00:00.000001950,0
1951-08-09,13,13,1970-01-01 00:00:00.000001950,0
1951-12-09,39,39,1970-01-01 00:00:00.000001950,0
1951-12-09,3,3,1970-01-01 00:00:00.000001950,0
1951-09-15,28,22,1970-01-01 00:00:00.000001950,6
1951-09-27,14,14,1970-01-01 00:00:00.000001950,0
1951-09-29,27,27,1970-01-01 00:00:00.000001950,0
1951-08-10,8,8,1970-01-01 00:00:00.000001950,0
1951-10-15,17,17,1970-01-01 00:00:00.000001950,0
1951-10-15,12,12,1970-01-01 00:00:00.000001950,0
1951-10-17,23,23,1970-01-01 00:00:00.000001950,0
1951-10-22,12,12,1970-01-01 00:00:00.000001950,0
1951-10-27,29,27,1970-01-01 00:00:00.000001950,2
1951-05-11,29,1,1970-01-01 00:00:00.000001950,28
1951-11-13,36,36,1970-01-01 00:00:00.000001950,0
1951-11-15,18,18,1970-01-01 00:00:00.000001950,0
1951-11-17,23,23,1970-01-01 00:00:00.000001950,0
1951-11-19,5,5,1970-01-01 00:00:00.000001950,0
1951-11-21,17,16,1970-01-01 00:00:00.000001950,1
1951-11-24,7,6,1970-01-01 00:00:00.000001950,1
1951-11-27,21,13,1970-01-01 00:00:00.000001950,8
1951-04-12,3,3,1970-01-01 00:00:00.000001950,0
1951-12-13,3,3,1970-01-01 00:00:00.000001950,0
1951-12-16,56,56,1970-01-01 00:00:00.000001950,0
1951-12-23,22,22,1970-01-01 00:00:00.000001950,0
1951-12-27,20,20,1970-01-01 00:00:00.000001950,0
1951-12-29,40,26,1970-01-01 00:00:00.000001950,14
1951-12-30,4,4,1970-01-01 00:00:00.000001950,0
1951-12-30,28,28,1970-01-01 00:00:00.000001950,0
1951-12-31,3,3,1970-01-01 00:00:00.000001950,0
1952-02-01,11,6,1970-01-01 00:00:00.000001950,5
1952-10-01,23,23,1970-01-01 00:00:00.000001950,0
1952-01-19,43,36,1970-01-01 00:00:00.000001950,7
1952-01-22,23,23,1970-01-01 00:00:00.000001950,0
1952-04-02,15,15,1970-01-01 00:00:00.000001950,0
1952-07-02,13,13,1970-01-01 00:00:00.000001950,0
1952-11-02,63,29,1970-01-01 00:00:00.000001950,34
1952-02-16,31,31,1970-01-01 00:00:00.000001950,0
1952-02-19,16,3,1970-01-01 00:00:00.000001950,13
1952-02-19,9,9,1970-01-01 00:00:00.000001950,0
1952-02-28,8,8,1970-01-01 00:00:00.000001950,0
1952-03-03,38,38,1970-01-01 00:00:00.000001950,0
1952-10-03,3,3,1970-01-01 00:00:00.000001950,0
1952-12-03,15,15,1970-01-01 00:00:00.000001950,0
1952-03-22,4,4,1970-01-01 00:00:00.000001950,0
1952-03-22,47,45,1970-01-01 00:00:00.000001950,2
1952-03-24,21,17,1970-01-01 00:00:00.000001950,4
1952-03-26,70,70,1970-01-01 00:00:00.000001950,0
1952-03-29,12,12,1970-01-01 00:00:00.000001950,0
1952-03-30,29,10,1970-01-01 00:00:00.000001950,19
1952-05-04,2,2,1970-01-01 00:00:00.000001950,0
1952-09-04,37,37,1970-01-01 00:00:00.000001950,0
1952-10-04,4,4,1970-01-01 00:00:00.000001950,0
1952-11-04,69,52,1970-01-01 00:00:00.000001950,17
1952-04-18,29,29,1970-01-01 00:00:00.000001950,0
1952-04-29,50,50,1970-01-01 00:00:00.000001950,0
1952-04-30,9,9,1970-01-01 00:00:00.000001950,0
1952-05-05,29,11,1970-01-01 00:00:00.000001950,18
1952-09-05,17,17,1970-01-01 00:00:00.000001950,0
1952-05-13,22,5,1970-01-01 00:00:00.000001950,17
1952-05-24,6,6,1970-01-01 00:00:00.000001950,0
1952-05-26,18,1,1970-01-01 00:00:00.000001950,17
1952-06-13,8,8,1970-01-01 00:00:00.000001950,0
1952-06-14,8,6,1970-01-01 00:00:00.000001950,2
1952-06-24,11,11,1970-01-01 00:00:00.000001950,0
1952-06-25,13,11,1970-01-01 00:00:00.000001950,2
1952-07-18,46,41,1970-01-01 00:00:00.000001950,5
1952-07-27,27,1,1970-01-01 00:00:00.000001950,26
1952-12-08,24,24,1970-01-01 00:00:00.000001950,0
1952-08-21,57,7,1970-01-01 00:00:00.000001950,50
1952-08-26,18,18,1970-01-01 00:00:00.000001950,0
1952-08-29,4,2,1970-01-01 00:00:00.000001950,2
1952-06-09,1,1,1970-01-01 00:00:00.000001950,0
1952-10-09,46,46,1970-01-01 00:00:00.000001950,0
1952-09-15,3,3,1970-01-01 00:00:00.000001950,0
1952-05-10,21,21,1970-01-01 00:00:00.000001950,0
1952-08-10,14,14,1970-01-01 00:00:00.000001950,0
1952-10-14,28,14,1970-01-01 00:00:00.000001950,14
1952-10-16,25,25,1970-01-01 00:00:00.000001950,0
1952-10-29,16,16,1970-01-01 00:00:00.000001950,0
1952-06-11,6,5,1970-01-01 00:00:00.000001950,1
1952-07-11,19,19,1970-01-01 00:00:00.000001950,0
1952-11-14,44,44,1970-01-01 00:00:00.000001950,0
1952-11-15,20,20,1970-01-01 00:00:00.000001950,0
1952-11-17,16,9,1970-01-01 00:00:00.000001950,7
1952-11-22,52,52,1970-01-01 00:00:00.000001950,0
1952-11-28,38,37,1970-01-01 00:00:00.000001950,1
1952-06-12,18,18,1970-01-01 00:00:00.000001950,0
1952-06-12,41,37,1970-01-01 00:00:00.000001950,4
1952-12-20,115,87,1970-01-01 00:00:00.000001950,28
1952-12-21,3,3,1970-01-01 00:00:00.000001950,0
1952-12-22,15,9,1970-01-01 00:00:00.000001950,6
1952-12-25,5,3,1970-01-01 00:00:00.000001950,2
1952-12-25,29,27,1970-01-01 00:00:00.000001950,2
1952-12-30,10,2,1970-01-01 00:00:00.000001950,8
1953-05-01,35,27,1970-01-01 00:00:00.000001950,8
1953-07-01,7,7,1970-01-01 00:00:00.000001950,0
1953-07-01,40,40,1970-01-01 00:00:00.000001950,0
1953-01-15,26,26,1970-01-01 00:00:00.000001950,0
1953-01-26,19,19,1970-01-01 00:00:00.000001950,0
1953-02-02,39,39,1970-01-01 00:00:00.000001950,0
1953-03-02,18,18,1970-01-01 00:00:00.000001950,0
1953-07-02,19,9,1970-01-01 00:00:00.000001950,10
1953-09-02,40,29,1970-01-01 00:00:00.000001950,11
1953-02-14,46,46,1970-01-01 00:00:00.000001950,0
1953-03-03,11,11,1970-01-01 00:00:00.000001950,0
1953-04-03,2,2,1970-01-01 00:00:00.000001950,0
1953-03-14,16,16,1970-01-01 00:00:00.000001950,0
1953-03-17,8,8,1970-01-01 00:00:00.000001950,0
1953-03-18,23,23,1970-01-01 00:00:00.000001950,0
1953-03-18,10,10,1970-01-01 00:00:00.000001950,0
1953-03-20,35,35,1970-01-01 00:00:00.000001950,0
1953-03-27,14,14,1970-01-01 00:00:00.000001950,0
1953-03-29,13,13,1970-01-01 00:00:00.000001950,0
1953-10-04,15,4,1970-01-01 00:00:00.000001950,11
1953-10-04,13,13,1970-01-01 00:00:00.000001950,0
1953-04-14,3,3,1970-01-01 00:00:00.000001950,0
1953-04-14,25,7,1970-01-01 00:00:00.000001950,18
1953-04-16,30,30,1970-01-01 00:00:00.000001950,0
1953-04-20,10,8,1970-01-01 00:00:00.000001950,2
1953-02-05,43,43,1970-01-01 00:00:00.000001950,0
1953-07-05,10,10,1970-01-01 00:00:00.000001950,0
1953-09-05,18,18,1970-01-01 00:00:00.000001950,0
1953-11-05,19,2,1970-01-01 00:00:00.000001950,17
1953-05-17,20,19,1970-01-01 00:00:00.000001950,1
1953-05-24,7,6,1970-01-01 00:00:00.000001950,1
1953-05-25,34,0,1970-01-01 00:00:00.000001950,34
1953-05-27,20,20,1970-01-01 00:00:00.000001950,0
1953-06-14,18,18,1970-01-01 00:00:00.000001950,0
1953-06-15,17,9,1970-01-01 00:00:00.000001950,8
1953-06-15,7,7,1970-01-01 00:00:00.000001950,0
1953-06-16,34,34,1970-01-01 00:00:00.000001950,0
1953-06-17,17,17,1970-01-01 00:00:00.000001950,0
1953-06-18,129,129,1970-01-01 00:00:00.000001950,0
1953-12-07,58,58,1970-01-01 00:00:00.000001950,0
1953-07-17,46,44,1970-01-01 00:00:00.000001950,2
1953-07-27,21,21,1970-01-01 00:00:00.000001950,0
1953-03-08,42,4,1970-01-01 00:00:00.000001950,38
1953-03-08,25,1,1970-01-01 00:00:00.000001950,24
1953-05-08,23,19,1970-01-01 00:00:00.000001950,4
1953-08-18,2,2,1970-01-01 00:00:00.000001950,0
1953-01-09,42,42,1970-01-01 00:00:00.000001950,0
1953-01-09,21,21,1970-01-01 00:00:00.000001950,0
1953-08-09,3,3,1970-01-01 00:00:00.000001950,0
1953-09-14,2,1,1970-01-01 00:00:00.000001950,1
1953-09-16,28,28,1970-01-01 00:00:00.000001950,0
1953-09-25,21,5,1970-01-01 00:00:00.000001950,16
1953-09-28,41,25,1970-01-01 00:00:00.000001950,16
1953-10-14,44,44,1970-01-01 00:00:00.000001950,0
1953-10-17,7,2,1970-01-01 00:00:00.000001950,5
1953-10-19,27,2,1970-01-01 00:00:00.000001950,25
1953-10-19,21,21,1970-01-01 00:00:00.000001950,0
1953-10-27,32,22,1970-01-01 00:00:00.000001950,10
1953-10-29,19,19,1970-01-01 00:00:00.000001950,0
1953-10-31,16,15,1970-01-01 00:00:00.000001950,1
